"A","Bilanca odhodkov","9013907176 8993487746 99,77",""
"040105","Izobraževanje odraslih","12466931 13757708 110,35",""
"04010501","Dejavnost izobraževanja odraslih","12466931 13757708 110,35",""
"040106","Štipendije","592688 589987 99,54",""
"04010604","Štipendiranje","6500 4051 62,32",""
"04010605","Štipendiranje","586188 585937 99,96",""
"040107","Pomoči šolajočim","47524570 39443496 83,00",""
"04010702","Pomoči v visokem šolstvu","4817783 4378212 90,88",""
"04010703","Pomoči v osnovnem šolstvu","16181787 15657766 96,76",""
"04010704","Pomoči v srednjem šolstvu","26450000 19358382 73,19",""
"04010705","Pomoči v višjem šolstvu","75000 49136 65,51",""
"0402","Šport","20739064 20607859 99,37",""
"040201","Programi športa","20739064 20607859 99,37",""
"04020101","Izvajanje programov športa","20739064 20607859 99,37",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","34954345 34394463 98,40",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","34954345 34394463 98,40",""
"04030101","Dejavnost inšpektorata RS za šolstvo in šport","0 23400 ---",""
"04030102","Dejavnost MŠŠ - urejanje, podpora, administracija","34954345 34371063 98,33",""
"05","KULTURA","171243779 166626761 97,30",""
"0501","Kultura","165198585 160812653 97,35",""
"050101","Programi v kulturi in mediji","107394415 106812310 99,46",""
"05010101","Investicije na področju kulture","5135805 2982900 58,08",""
"05010102","Kulturni programi posebnih skupin","2839939 2638490 92,91",""
"05010103","Mediji in AV kultura","8333809 7995950 95,95",""
"05010104","Mednarodno sodelovanje","819871 756312 92,25",""
"05010105","Slovenski jezik, založništvo in knjižničarstvo","14148744 14377731 101,62",""
"05010106","Socialne pravice in nagrade","5628105 5914599 105,09",""
"05010107","Umetniški programi","69011582 70671967 102,41",""
"05010108","Skrb za slovenščino","1476560 1474361 99,85",""
"050102","Ohranjanje kulturne dediščine","57804170 54000343 93,42",""
"05010202","Nepremična in premična dediščina","415000 430221 103,67",""
"05010203","Arhivska dejavnost","4014146 4257494 106,06",""
"05010204","Nepremična in premična dediščina","53375024 49312628 92,39",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","6045194 5814107 96,18",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","6045194 5814107 96,18",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","6045194 5814107 96,18",""
"07","ENERGETIKA","1627049 1372047 84,33",""
"0702","Obnovljivi viri energije in energetska učinkovitost","1627049 1372047 84,33",""
"070201","Spodbujanje učinkovite rabe in obnovljivih virov energije","1627049 1372047 84,33",""
"07020102","Spodbujanje ukrepov energetske učinkovitosti in povečanje količine toplote iz OVE","1627049 1372047 84,33",""
"10","SOCIALNA VARNOST","470000 518508 110,32",""
"1001","Socialno varstvo","470000 518508 110,32",""
"100101","Socialne pomoči, varstveni dodatki in drugi transferi za zagotavljanje socialne varnosti","470000 518508 110,32",""
"10010103","Zagotavljanje varstva kulturnih delavcev","470000 518508 110,32",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","1866589 2125243 113,86",""
"1202","Podpora nevladnih organizacij in civilne družbe","1866589 2125243 113,86",""
"120201","Podpora nevladnih organizacij in civilne družbe","1866589 2125243 113,86",""
"12020102","Podpora verskim skupnostim","1866589 2125243 113,86",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1247178 871347 69,87",""
"1303","Zunanja politika","1247178 871347 69,87",""
"130303","Razvojno sodelovanje in humanitarna pomoč","1247178 871347 69,87",""
"13030317","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","1247178 871347 69,87",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2410015 1836239 76,19",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2410015 1836239 76,19",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2410015 1836239 76,19",""
"14030107","Sistem kohezijske politike","2410015 1836239 76,19",""
"3331","Urad Republike Slovenije za mladino","2251887 2221083 98,63",""
"04","IZOBRAŽEVANJE IN ŠPORT","2251887 2221083 98,63",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","2251887 2221083 98,63",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","2251887 2221083 98,63",""
"04030103","Dejavnost Urada RS za mladino","2251887 2221083 98,63",""
"3332","Arhiv Republike Slovenije","2970962 2896390 97,49",""
"05","KULTURA","2970962 2896390 97,49",""
"0501","Kultura","2859157 2805698 98,13",""
"050102","Ohranjanje kulturne dediščine","2859157 2805698 98,13",""
"05010203","Arhivska dejavnost","2859157 2805698 98,13",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","111805 90692 81,12",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","111805 90692 81,12",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","111805 90692 81,12",""
"3333","Inšpektorat Republike Slovenije za šolstvo in šport","770001 736685 95,67",""
"04","IZOBRAŽEVANJE IN ŠPORT","770001 736685 95,67",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","770001 736685 95,67",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","770001 736685 95,67",""
"04030101","Dejavnost inšpektorata RS za šolstvo in šport","770001 736685 95,67",""
"3334","Inšpektorat Republike Slovenije za kulturo in medije","284153 280370 98,67",""
"05","KULTURA","284153 280370 98,67",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","284153 280370 98,67",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","284153 280370 98,67",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","284153 280370 98,67",""
"3335","Inšpektorat Republike Slovenije za elektronske komunikacije in elektronsko podpisovanje","183922 184729 100,44",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","183922 184729 100,44",""
"0203","Tehnologija in informacijska družba","183922 184729 100,44",""
"020303","Elektronske komunikacije","183922 184729 100,44",""
"02030302","Inšpekcijski nadzor s področja elektronskih komunikacij, elektronskega podpisa in pošte","183922 184729 100,44",""
"62","UPRAVNE ENOTE","76269221 80810015 105,95",""
"6201","Upravna enota Ajdovščina","1080824 1143069 105,76",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1080824 1143069 105,76",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1080824 1143069 105,76",""
"140103","Dejavnosti upravnih enot","1080824 1143069 105,76",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1080824 1143069 105,76",""
"6202","Upravna enota Brežice","1314154 1214509 92,42",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1314154 1214509 92,42",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1314154 1214509 92,42",""
"140103","Dejavnosti upravnih enot","1314154 1214509 92,42",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1314154 1214509 92,42",""
"6203","Upravna enota Celje","2597560 2801408 107,85",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2597560 2801408 107,85",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2597560 2801408 107,85",""
"140103","Dejavnosti upravnih enot","2597560 2801408 107,85",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2597560 2801408 107,85",""
"6204","Upravna enota Cerknica","897962 928925 103,45",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","897962 928925 103,45",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","897962 928925 103,45",""
"140103","Dejavnosti upravnih enot","897962 928925 103,45",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","897962 928925 103,45",""
"6205","Upravna enota Črnomelj","859150 912101 106,16",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","859150 912101 106,16",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","859150 912101 106,16",""
"140103","Dejavnosti upravnih enot","859150 912101 106,16",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","859150 912101 106,16",""
"6206","Upravna enota Domžale","1528342 1686596 110,35",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1528342 1686596 110,35",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1528342 1686596 110,35",""
"140103","Dejavnosti upravnih enot","1528342 1686596 110,35",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1528342 1686596 110,35",""
"6207","Upravna enota Dravograd","576503 505466 87,68",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","576503 505466 87,68",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","576503 505466 87,68",""
"140103","Dejavnosti upravnih enot","576503 505466 87,68",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","576503 505466 87,68",""
"6208","Upravna enota Gornja Radgona","1035732 1053131 101,68",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1035732 1053131 101,68",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1035732 1053131 101,68",""
"140103","Dejavnosti upravnih enot","1035732 1053131 101,68",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1035732 1053131 101,68",""
"6209","Upravna enota Grosuplje","1090286 1178652 108,10",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1090286 1178652 108,10",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1090286 1178652 108,10",""
"140103","Dejavnosti upravnih enot","1090286 1178652 108,10",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1090286 1178652 108,10",""
"6210","Upravna enota Hrastnik","578655 564282 97,52",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","578655 564282 97,52",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","578655 564282 97,52",""
"140103","Dejavnosti upravnih enot","578655 564282 97,52",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","578655 564282 97,52",""
"6211","Upravna enota Idrija","772158 805633 104,34",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","772158 805633 104,34",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","772158 805633 104,34",""
"140103","Dejavnosti upravnih enot","772158 805633 104,34",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","772158 805633 104,34",""
"6212","Upravna enota Ilirska Bistrica","805564 761667 94,55",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","805564 761667 94,55",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","805564 761667 94,55",""
"140103","Dejavnosti upravnih enot","805564 761667 94,55",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","805564 761667 94,55",""
"6213","Upravna enota Izola","809244 857257 105,93",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","809244 857257 105,93",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","809244 857257 105,93",""
"140103","Dejavnosti upravnih enot","809244 857257 105,93",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","809244 857257 105,93",""
"6214","Upravna enota Jesenice","1057013 1160249 109,77",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1057013 1160249 109,77",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1057013 1160249 109,77",""
"140103","Dejavnosti upravnih enot","1057013 1160249 109,77",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1057013 1160249 109,77",""
"6215","Upravna enota Kamnik","1228015 1223666 99,65",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1228015 1223666 99,65",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1228015 1223666 99,65",""
"140103","Dejavnosti upravnih enot","1228015 1223666 99,65",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1228015 1223666 99,65",""
"6216","Upravna enota Kočevje","846101 823052 97,28",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","846101 823052 97,28",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","846101 823052 97,28",""
"140103","Dejavnosti upravnih enot","846101 823052 97,28",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","846101 823052 97,28",""
"6217","Upravna enota Koper","1631136 1852078 113,55",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1631136 1852078 113,55",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1631136 1852078 113,55",""
"140103","Dejavnosti upravnih enot","1631136 1852078 113,55",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1631136 1852078 113,55",""
"6218","Upravna enota Kranj","2538933 2774458 109,28",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2538933 2774458 109,28",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2538933 2774458 109,28",""
"140103","Dejavnosti upravnih enot","2538933 2774458 109,28",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2538933 2774458 109,28",""
"6219","Upravna enota Krško","1304308 1281172 98,23",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1304308 1281172 98,23",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1304308 1281172 98,23",""
"140103","Dejavnosti upravnih enot","1304308 1281172 98,23",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1304308 1281172 98,23",""
"6220","Upravna enota Laško","821204 833703 101,52",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","821204 833703 101,52",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","821204 833703 101,52",""
"140103","Dejavnosti upravnih enot","821204 833703 101,52",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","821204 833703 101,52",""
"6221","Upravna enota Lenart","694861 702413 101,09",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","694861 702413 101,09",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","694861 702413 101,09",""
"140103","Dejavnosti upravnih enot","694861 702413 101,09",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","694861 702413 101,09",""
"6222","Upravna enota Lendava","1064234 1128422 106,03",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1064234 1128422 106,03",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1064234 1128422 106,03",""
"140103","Dejavnosti upravnih enot","1064234 1128422 106,03",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1064234 1128422 106,03",""
"6223","Upravna enota Litija","825878 829999 100,50",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","825878 829999 100,50",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","825878 829999 100,50",""
"140103","Dejavnosti upravnih enot","825878 829999 100,50",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","825878 829999 100,50",""
"6224","Upravna enota Ljubljana","9455123 11054320 116,91",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","9455123 11054320 116,91",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","9455123 11054320 116,91",""
"140103","Dejavnosti upravnih enot","9455123 11054320 116,91",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","9455123 11054320 116,91",""
"6225","Upravna enota Ljutomer","781813 834273 106,71",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","781813 834273 106,71",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","781813 834273 106,71",""
"140103","Dejavnosti upravnih enot","781813 834273 106,71",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","781813 834273 106,71",""
"6226","Upravna enota Logatec","708471 743889 105,00",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","708471 743889 105,00",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","708471 743889 105,00",""
"140103","Dejavnosti upravnih enot","708471 743889 105,00",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","708471 743889 105,00",""
"6227","Upravna enota Maribor","4073787 4713203 115,70",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","4073787 4713203 115,70",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","4073787 4713203 115,70",""
"140103","Dejavnosti upravnih enot","4073787 4713203 115,70",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","4073787 4713203 115,70",""
"6228","Upravna enota Metlika","615311 616130 100,13",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","615311 616130 100,13",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","615311 616130 100,13",""
"140103","Dejavnosti upravnih enot","615311 616130 100,13",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","615311 616130 100,13",""
"6229","Upravna enota Mozirje","868813 850090 97,85",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","868813 850090 97,85",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","868813 850090 97,85",""
"140103","Dejavnosti upravnih enot","868813 850090 97,85",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","868813 850090 97,85",""
"6230","Upravna enota Murska Sobota","2210795 2375014 107,43",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2210795 2375014 107,43",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2210795 2375014 107,43",""
"140103","Dejavnosti upravnih enot","2210795 2375014 107,43",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2210795 2375014 107,43",""
"6231","Upravna enota Nova Gorica","2169132 2391751 110,26",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2169132 2391751 110,26",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2169132 2391751 110,26",""
"140103","Dejavnosti upravnih enot","2169132 2391751 110,26",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2169132 2391751 110,26",""
"6232","Upravna enota Novo mesto","2209185 2460250 111,36",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2209185 2460250 111,36",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2209185 2460250 111,36",""
"140103","Dejavnosti upravnih enot","2209185 2460250 111,36",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2209185 2460250 111,36",""
"6233","Upravna enota Ormož","803616 836153 104,05",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","803616 836153 104,05",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","803616 836153 104,05",""
"140103","Dejavnosti upravnih enot","803616 836153 104,05",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","803616 836153 104,05",""
"6234","Upravna enota Pesnica","943847 892478 94,56",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","943847 892478 94,56",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","943847 892478 94,56",""
"140103","Dejavnosti upravnih enot","943847 892478 94,56",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","943847 892478 94,56",""
"6235","Upravna enota Piran","885280 953456 107,70",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","885280 953456 107,70",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","885280 953456 107,70",""
"140103","Dejavnosti upravnih enot","885280 953456 107,70",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","885280 953456 107,70",""
"6236","Upravna enota Postojna","879999 902171 102,52",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","879999 902171 102,52",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","879999 902171 102,52",""
"140103","Dejavnosti upravnih enot","879999 902171 102,52",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","879999 902171 102,52",""
"6237","Upravna enota Ptuj","2199247 2465831 112,12",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2199247 2465831 112,12",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2199247 2465831 112,12",""
"140103","Dejavnosti upravnih enot","2199247 2465831 112,12",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2199247 2465831 112,12",""
"6238","Upravna enota Radlje ob Dravi","743768 741914 99,75",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","743768 741914 99,75",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","743768 741914 99,75",""
"140103","Dejavnosti upravnih enot","743768 741914 99,75",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","743768 741914 99,75",""
"6239","Upravna enota Radovljica","1427365 1409330 98,74",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1427365 1409330 98,74",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1427365 1409330 98,74",""
"140103","Dejavnosti upravnih enot","1427365 1409330 98,74",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1427365 1409330 98,74",""
"6240","Upravna enota Ravne na Koroškem","1021953 1022797 100,08",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1021953 1022797 100,08",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1021953 1022797 100,08",""
"140103","Dejavnosti upravnih enot","1021953 1022797 100,08",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1021953 1022797 100,08",""
"6241","Upravna enota Ribnica","696537 699467 100,42",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","696537 699467 100,42",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","696537 699467 100,42",""
"140103","Dejavnosti upravnih enot","696537 699467 100,42",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","696537 699467 100,42",""
"6242","Upravna enota Ruše","846366 760925 89,91",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","846366 760925 89,91",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","846366 760925 89,91",""
"140103","Dejavnosti upravnih enot","846366 760925 89,91",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","846366 760925 89,91",""
"6243","Upravna enota Sevnica","831303 846926 101,88",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","831303 846926 101,88",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","831303 846926 101,88",""
"140103","Dejavnosti upravnih enot","831303 846926 101,88",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","831303 846926 101,88",""
"6244","Upravna enota Sežana","1140733 1163532 102,00",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1140733 1163532 102,00",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1140733 1163532 102,00",""
"140103","Dejavnosti upravnih enot","1140733 1163532 102,00",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1140733 1163532 102,00",""
"6245","Upravna enota Slovenj Gradec","888794 885727 99,65",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","888794 885727 99,65",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","888794 885727 99,65",""
"140103","Dejavnosti upravnih enot","888794 885727 99,65",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","888794 885727 99,65",""
"6246","Upravna enota Slovenska Bistrica","1210463 1168352 96,52",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1210463 1168352 96,52",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1210463 1168352 96,52",""
"140103","Dejavnosti upravnih enot","1210463 1168352 96,52",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1210463 1168352 96,52",""
"6247","Upravna enota Slovenske Konjice","863618 914848 105,93",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","863618 914848 105,93",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","863618 914848 105,93",""
"140103","Dejavnosti upravnih enot","863618 914848 105,93",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","863618 914848 105,93",""
"6248","Upravna enota Šentjur pri Celju","772976 787368 101,86",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","772976 787368 101,86",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","772976 787368 101,86",""
"140103","Dejavnosti upravnih enot","772976 787368 101,86",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","772976 787368 101,86",""
"6249","Upravna enota Škofja Loka","1375006 1431373 104,10",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1375006 1431373 104,10",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1375006 1431373 104,10",""
"140103","Dejavnosti upravnih enot","1375006 1431373 104,10",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1375006 1431373 104,10",""
"6250","Upravna enota Šmarje pri Jelšah","1547227 1535120 99,22",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1547227 1535120 99,22",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1547227 1535120 99,22",""
"140103","Dejavnosti upravnih enot","1547227 1535120 99,22",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1547227 1535120 99,22",""
"6251","Upravna enota Tolmin","1041558 1048768 100,69",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1041558 1048768 100,69",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1041558 1048768 100,69",""
"140103","Dejavnosti upravnih enot","1041558 1048768 100,69",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1041558 1048768 100,69",""
"6252","Upravna enota Trbovlje","780086 803323 102,98",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","780086 803323 102,98",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","780086 803323 102,98",""
"140103","Dejavnosti upravnih enot","780086 803323 102,98",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","780086 803323 102,98",""
"6253","Upravna enota Trebnje","838775 869457 103,66",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","838775 869457 103,66",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","838775 869457 103,66",""
"140103","Dejavnosti upravnih enot","838775 869457 103,66",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","838775 869457 103,66",""
"6254","Upravna enota Tržič","870779 906702 104,13",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","870779 906702 104,13",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","870779 906702 104,13",""
"140103","Dejavnosti upravnih enot","870779 906702 104,13",""
