"","A Bilanca odhodkov","9013907176",""
"1006","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","15291642",""
"100601","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","15291642",""
"10060102","Spremljanje in izvajanje storitev in programov socialnega varstva in razvojne dejavnosti na tem področju","440921",""
"10060103","Razvoj raziskovalne dejavnosti na področju programov, ki so namenjeni zdravstvenim in socialnovarstvenim storitvam za starejše","87390",""
"10060104","Podpora izvajanju zakona o socialnem varstvu","339041",""
"10060105","Zagotavljanje delovanja sistema izplačil po ZSDP in ZJSRS","1774173",""
"10060106","Zagotavljanje pogojev za delo ministrstva, izpolnjevanje predpisov in promocija ministrstva","7886759",""
"10060107","Zagotavljanje delovanja informacijskih sistemov","4189059",""
"10060108","Zagotavljanje pogojev za nemoteno izvajanje vojne zakonodaje","574299",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","1120334",""
"1202","Podpora nevladnih organizacij in civilne družbe","1120334",""
"120201","Podpora nevladnih organizacij in civilne družbe","1120334",""
"12020106","Zagotavljanje uresničevanja javnega interesa na področju vojne zakonodaje","1120334",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2181024",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2181024",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2181024",""
"14030106","Spremljanje položaja žensk in uresničevanje njihovih pravic","65882",""
"14030107","Sistem kohezijske politike","2115141",""
"2613","Inšpektorat RS za delo","4302163",""
"03","TRG DELA","4302163",""
"0303","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","4302163",""
"030301","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","4302163",""
"03030101","Lastna dejavnost IRSD","3900",""
"03030104","Zagotavljanje pogojev za delo, poslovanje in realizacijo nalog v okviru pristojnosti ter pooblastil IRSD. Po ZID in ZIN ter ZP","4199620",""
"03030105","Zagotavljanje varnosti in zdravja pri delu","98643",""
"27","MINISTRSTVO ZA ZDRAVJE","57156145",""
"2711","Ministrstvo za zdravje","50404677",""
"11","ZDRAVSTVENO VARSTVO","49596080",""
"1101","Zdravstveno varstvo","35757246",""
"110101","Osnovno zdravstveno varstvo","927218",""
"11010101","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na primarni ravni","927218",""
"110102","Specialistično ambulantno in bolnišnično zdravstveno varstvo","12930526",""
"11010201","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na specialistično ambulantni in bolnišnični ravni","12930526",""
"110104","Oskrba z zdravili in medicinskimi pripomočki","864537",""
"11010401","Priprava in spremljanje učinkovitosti zdravljenja bolnikov na podlagi nacionalnih protokolov","864537",""
"110105","Programi javnega zdravja in drugi programi na področju zdravstva","11401519",""
"11010501","Delovanje IVZ in zavodov za zdravstveno varstvo ter KIMPDŠ v okviru javne službe","7054058",""
"11010502","Drugi programi na področju zdravstva","1951461",""
"11010507","Varovanje in krepitev zdravja ter preprečevanja odvisnosti in zmanjševanje razlik v zdravju","1604883",""
"11010508","Zagotavljanje ekološke varnosti na področju zdravstva","791118",""
"110106","Zdravstveno zavarovanje določenih kategorij prebivalstva","9633446",""
"11010602","Zagotavljanje zdravstvenega varstva nezavarovanim in socialno ogroženim","9633446",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","13838833",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","13838833",""
"11020101","Vodenje zdravstvenega sistema, načrtovanje politike in sistemska ureditev zdravstvenega varstva in zdravstvene dejavnosti","13102595",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","736238",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","584355",""
"1303","Zunanja politika","584355",""
"130303","Razvojno sodelovanje in humanitarna pomoč","584355",""
"13030315","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti.","584355",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","224243",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","224243",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","224243",""
"14030107","Sistem kohezijske politike","224243",""
"2713","Zdravstveni inšpektorat RS","5171789",""
"11","ZDRAVSTVENO VARSTVO","5171789",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5171789",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5171789",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","5171789",""
"2715","Urad RS za kemikalije","1196076",""
"11","ZDRAVSTVENO VARSTVO","1196076",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1196076",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1196076",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","1196076",""
"2717","Uprava RS za varstvo pred sevanji","383603",""
"11","ZDRAVSTVENO VARSTVO","383603",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","383603",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","383603",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","383603",""
"333","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST, KULTURO IN ŠPORT","1797357562",""
"3330","Ministrstvo za izobraževanje, znanost, kulturo in šport","1790896637",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","484759429",""
"0201","Visoko šolstvo","269658402",""
"020101","Visokošolsko izobraževanje","242848839",""
"02010102","Spodbujanje kakovosti, konkurenčnosti in odzivnosti VŠ","1370109",""
"02010103","Sofinanciranje Evrosredozemske univerze","384697",""
"02010104","Sofinanciranje rednega študija javnih in koncesioniranih študijskih programov ter nacionalno pomembnih nalog","241094033",""
"020102","Visokošolska infrastruktura","19921214",""
"02010201","Investicije v visoko šolstvo in študentske domove","16070575",""
"02010203","Sofinanciranje Doma podiplomcev","72100",""
"02010205","Visokošolske knjižnice","3778539",""
"020103","Mobilnost in internacionalizacija visokega šolstva","6888348",""
"02010301","Izvajanje Operativnega programa razvoja človeških virov","6319971",""
"02010302","Mednarodna dejavnost in mobilnost v visokem šolstvu","568377",""
"0202","Znanstveno - raziskovalna dejavnost","175944099",""
"020201","Raziskovalni programi in projekti","98926073",""
"02020103","Sofinanciranje raziskovalnih programov in projektov","98854105",""
"02020108","Raziskovalni programi in projekti v kulturi","71968",""
"020202","Človeški viri v podporo znanosti, visokega šolstva in tehnološkega razvoja","31172992",""
"02020202","Znanje za razvoj","31172992",""
"020203","Raziskovalna infrastruktura","45845034",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","42006092",""
"02020302","Investicije v raziskovalno dejavnost","3838942",""
"0203","Tehnologija in informacijska družba","35296073",""
"020301","Podpora tehnološkim razvojnim projektom","24913315",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","24913315",""
"020302","Informacijska družba","10122758",""
"02030202","Dvig kakovosti življenja in socialne vključenosti z inovativno in intenzivno uporabo IKT","994524",""
"02030203","Spodbujanje raziskav in razvoja na področju IKT","2850000",""
"02030204","Razvoj nacionalnega informacijskega prostora","5560000",""
"02030205","Dvig kakovosti življenja z IKT s spodbujanjem razvoja e-storitev in dostopnostjo e-vsebin še posebej na kulturnem in izobraževalnem področju ter povečanjem digitalne pismenosti prebivalstva, znanj in zagotavljanjem e-vključenosti vseh družbenih skup","718234",""
"020303","Elektronske komunikacije","260000",""
"02030303","Usklajevanje zakonodaje z EU","250000",""
"02030304","Usmerjanje prehoda na digitalno radiodifuzijo","10000",""
"0204","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno - raziskovalne in tehnološke politike ter informacijske družbe","3860856",""
"020401","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno-raziskovalne in tehnološke politike ter informacijske družbe","3860856",""
"02040102","Programi Organizacije Združenih narodov za izobraževanje, znanost in kulturo - UNESCO","245822",""
"02040103","Dejavnosti s področja meroslovja","80712",""
"02040104","Informacijska podporna dejavnost","297796",""
"02040105","Urejanje sistema ter izvajanje strokovnih in administrativnih nalog","3236526",""
"03","TRG DELA","2501258",""
"0301","Aktivna politika zaposlovanja","2501258",""
"030101","Svetovanje in pomoč pri iskanju zaposlitve","2441168",""
"03010102","Dejavnost svetovanja in pomoč pri iskanju zaposlitve","2441168",""
"030102","Usposabljanje in izobraževanje","60090",""
"03010202","usposabljanje in izobraževanje specifičnih poklicnih skupin na področju kulture","60090",""
"04","IZOBRAŽEVANJE IN ŠPORT","1124771340",""
"0401","Formalno izobraževanje in usposabljanje","1069077932",""
"040101","Predšolska vzgoja","23407150",""
"04010101","Dejavnost vrtcev","23407150",""
"040102","Osnovno šolstvo","677068097",""
"04010201","Dejavnost glasbenega šolstva","42328097",""
"04010202","Dejavnost osnovnega šolstva","606469336",""
"04010203","Dejavnost zavodov za usposabljanje","28270664",""
"040103","Srednje splošno in poklicno šolstvo","293173792",""
"04010302","Dejavnost dijaških domov","11036717",""
"04010303","Dejavnost srednjega šolstva (splošnega, strokovnega in poklicnega)","282137075",""
"040104","Višješolsko izobraževanje","14844703",""
"04010402","Dejavnost višjega šolstva","14844703",""
"040105","Izobraževanje odraslih","12466931",""
"04010501","Dejavnost izobraževanja odraslih","12466931",""
"040106","Štipendije","592688",""
"04010604","Štipendiranje","6500",""
"04010605","Štipendiranje","586188",""
"040107","Pomoči šolajočim","47524570",""
"04010702","Pomoči v visokem šolstvu","4817783",""
"04010703","Pomoči v osnovnem šolstvu","16181787",""
"04010704","Pomoči v srednjem šolstvu","26450000",""
"04010705","Pomoči v višjem šolstvu","75000",""
"0402","Šport","20739064",""
"040201","Programi športa","20739064",""
"04020101","Izvajanje programov športa","20739064",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","34954345",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","34954345",""
"04030102","Dejavnost MŠŠ - urejanje, podpora, administracija","34954345",""
"05","KULTURA","171243779",""
"0501","Kultura","165198585",""
"050101","Programi v kulturi in mediji","107394415",""
"05010101","Investicije na področju kulture","5135805",""
"05010102","Kulturni programi posebnih skupin","2839939",""
"05010103","Mediji in AV kultura","8333809",""
"05010104","Mednarodno sodelovanje","819871",""
"05010105","Slovenski jezik, založništvo in knjižničarstvo","14148744",""
"05010106","Socialne pravice in nagrade","5628105",""
"05010107","Umetniški programi","69011582",""
"05010108","Skrb za slovenščino","1476560",""
"050102","Ohranjanje kulturne dediščine","57804170",""
"05010202","Nepremična in premična dediščina","415000",""
"05010203","Arhivska dejavnost","4014146",""
"05010204","Nepremična in premična dediščina","53375024",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","6045194",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","6045194",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","6045194",""
"07","ENERGETIKA","1627049",""
"0702","Obnovljivi viri energije in energetska učinkovitost","1627049",""
"070201","Spodbujanje učinkovite rabe in obnovljivih virov energije","1627049",""
"07020102","Spodbujanje ukrepov energetske učinkovitosti in povečanje količine toplote iz OVE","1627049",""
"10","SOCIALNA VARNOST","470000",""
"1001","Socialno varstvo","470000",""
"100101","Socialne pomoči, varstveni dodatki in drugi transferi za zagotavljanje socialne varnosti","470000",""
"10010103","Zagotavljanje varstva kulturnih delavcev","470000",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","1866589",""
"1202","Podpora nevladnih organizacij in civilne družbe","1866589",""
"120201","Podpora nevladnih organizacij in civilne družbe","1866589",""
"12020102","Podpora verskim skupnostim","1866589",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1247178",""
"1303","Zunanja politika","1247178",""
"130303","Razvojno sodelovanje in humanitarna pomoč","1247178",""
"13030317","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","1247178",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2410015",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2410015",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2410015",""
"14030107","Sistem kohezijske politike","2410015",""
"3331","Urad Republike Slovenije za mladino","2251887",""
"04","IZOBRAŽEVANJE IN ŠPORT","2251887",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","2251887",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","2251887",""
"04030103","Dejavnost Urada RS za mladino","2251887",""
"3332","Arhiv Republike Slovenije","2970962",""
"05","KULTURA","2970962",""
"0501","Kultura","2859157",""
"050102","Ohranjanje kulturne dediščine","2859157",""
"05010203","Arhivska dejavnost","2859157",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","111805",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","111805",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","111805",""
"3333","Inšpektorat Republike Slovenije za šolstvo in šport","770001",""
"04","IZOBRAŽEVANJE IN ŠPORT","770001",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","770001",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","770001",""
"04030101","Dejavnost inšpektorata RS za šolstvo in šport","770001",""
"3334","Inšpektorat Republike Slovenije za kulturo in medije","284153",""
"05","KULTURA","284153",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","284153",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","284153",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","284153",""
"3335","Inšpektorat Republike Slovenije za elektronske komunikacije in elektronsko podpisovanje","183922",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","183922",""
"0203","Tehnologija in informacijska družba","183922",""
"020303","Elektronske komunikacije","183922",""
"02030302","Inšpekcijski nadzor s področja elektronskih komunikacij, elektronskega podpisa in pošte","183922",""
"62","UPRAVNE ENOTE","76269221",""
"6201","Upravna enota Ajdovščina","1080824",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1080824",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1080824",""
"140103","Dejavnosti upravnih enot","1080824",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1080824",""
"6202","Upravna enota Brežice","1314154",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1314154",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1314154",""
"140103","Dejavnosti upravnih enot","1314154",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1314154",""
"6203","Upravna enota Celje","2597560",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2597560",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2597560",""
"140103","Dejavnosti upravnih enot","2597560",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2597560",""
"6204","Upravna enota Cerknica","897962",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","897962",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","897962",""
"140103","Dejavnosti upravnih enot","897962",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","897962",""
"6205","Upravna enota Črnomelj","859150",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","859150",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","859150",""
"140103","Dejavnosti upravnih enot","859150",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","859150",""
"6206","Upravna enota Domžale","1528342",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1528342",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1528342",""
"140103","Dejavnosti upravnih enot","1528342",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1528342",""
"6207","Upravna enota Dravograd","576503",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","576503",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","576503",""
"140103","Dejavnosti upravnih enot","576503",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","576503",""
"6208","Upravna enota Gornja Radgona","1035732",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1035732",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1035732",""
"140103","Dejavnosti upravnih enot","1035732",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1035732",""
"6209","Upravna enota Grosuplje","1090286",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1090286",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1090286",""
"140103","Dejavnosti upravnih enot","1090286",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1090286",""
"6210","Upravna enota Hrastnik","578655",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","578655",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","578655",""
"140103","Dejavnosti upravnih enot","578655",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","578655",""
"6211","Upravna enota Idrija","772158",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","772158",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","772158",""
"140103","Dejavnosti upravnih enot","772158",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","772158",""
"6212","Upravna enota Ilirska Bistrica","805564",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","805564",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","805564",""
"140103","Dejavnosti upravnih enot","805564",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","805564",""
"6213","Upravna enota Izola","809244",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","809244",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","809244",""
"140103","Dejavnosti upravnih enot","809244",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","809244",""
"6214","Upravna enota Jesenice","1057013",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1057013",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1057013",""
"140103","Dejavnosti upravnih enot","1057013",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1057013",""
"6215","Upravna enota Kamnik","1228015",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1228015",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1228015",""
"140103","Dejavnosti upravnih enot","1228015",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1228015",""
"6216","Upravna enota Kočevje","846101",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","846101",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","846101",""
"140103","Dejavnosti upravnih enot","846101",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","846101",""
"6217","Upravna enota Koper","1631136",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1631136",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1631136",""
"140103","Dejavnosti upravnih enot","1631136",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1631136",""
"6218","Upravna enota Kranj","2538933",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2538933",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2538933",""
"140103","Dejavnosti upravnih enot","2538933",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2538933",""
"6219","Upravna enota Krško","1304308",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1304308",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1304308",""
"140103","Dejavnosti upravnih enot","1304308",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1304308",""
"6220","Upravna enota Laško","821204",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","821204",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","821204",""
"140103","Dejavnosti upravnih enot","821204",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","821204",""
"6221","Upravna enota Lenart","694861",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","694861",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","694861",""
"140103","Dejavnosti upravnih enot","694861",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","694861",""
"6222","Upravna enota Lendava","1064234",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1064234",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1064234",""
"140103","Dejavnosti upravnih enot","1064234",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1064234",""
"6223","Upravna enota Litija","825878",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","825878",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","825878",""
"140103","Dejavnosti upravnih enot","825878",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","825878",""
"6224","Upravna enota Ljubljana","9455123",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","9455123",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","9455123",""
"140103","Dejavnosti upravnih enot","9455123",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","9455123",""
"6225","Upravna enota Ljutomer","781813",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","781813",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","781813",""
"140103","Dejavnosti upravnih enot","781813",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","781813",""
"6226","Upravna enota Logatec","708471",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","708471",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","708471",""
"140103","Dejavnosti upravnih enot","708471",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","708471",""
"6227","Upravna enota Maribor","4073787",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","4073787",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","4073787",""
"140103","Dejavnosti upravnih enot","4073787",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","4073787",""
"6228","Upravna enota Metlika","615311",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","615311",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","615311",""
"140103","Dejavnosti upravnih enot","615311",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","615311",""
"6229","Upravna enota Mozirje","868813",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","868813",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","868813",""
"140103","Dejavnosti upravnih enot","868813",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","868813",""
"6230","Upravna enota Murska Sobota","2210795",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2210795",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2210795",""
"140103","Dejavnosti upravnih enot","2210795",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2210795",""
"6231","Upravna enota Nova Gorica","2169132",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2169132",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2169132",""
"140103","Dejavnosti upravnih enot","2169132",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2169132",""
"6232","Upravna enota Novo mesto","2209185",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2209185",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2209185",""
"140103","Dejavnosti upravnih enot","2209185",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2209185",""
"6233","Upravna enota Ormož","803616",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","803616",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","803616",""
"140103","Dejavnosti upravnih enot","803616",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","803616",""
"6234","Upravna enota Pesnica","943847",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","943847",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","943847",""
"140103","Dejavnosti upravnih enot","943847",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","943847",""
"6235","Upravna enota Piran","885280",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","885280",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","885280",""
"140103","Dejavnosti upravnih enot","885280",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","885280",""
"6236","Upravna enota Postojna","879999",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","879999",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","879999",""
"140103","Dejavnosti upravnih enot","879999",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","879999",""
"6237","Upravna enota Ptuj","2199247",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2199247",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2199247",""
"140103","Dejavnosti upravnih enot","2199247",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2199247",""
"6238","Upravna enota Radlje ob Dravi","743768",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","743768",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","743768",""
"140103","Dejavnosti upravnih enot","743768",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","743768",""
"6239","Upravna enota Radovljica","1427365",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1427365",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1427365",""
"140103","Dejavnosti upravnih enot","1427365",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1427365",""
"6240","Upravna enota Ravne na Koroškem","1021953",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1021953",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1021953",""
"140103","Dejavnosti upravnih enot","1021953",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1021953",""
"6241","Upravna enota Ribnica","696537",""
