"A","Bilanca odhodkov","9652121502 9362820683 97,00",""
"0603","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","19527 14068 72,05",""
"060301","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","19527 14068 72,05",""
"06030101","Urejanje sistema na področju prometa in prometne infrastrukture","19527 14068 72,05",""
"25","MINISTRSTVO ZA OKOLJE IN PROSTOR","232921305 169585453 72,81",""
"2511","Ministrstvo za okolje in prostor","163413774 102504437 62,73",""
"01","PODJETNIŠTVO IN KONKURENČNOST","1778879 1324131 74,44",""
"0102","Spodbujanje rasti in razvoja podjetij","1441614 995037 69,02",""
"010204","Podpora prestrukturiranju nefinančnih družb","1441614 995037 69,02",""
"01020405","Zapiranje rudnika Žirovski vrh","1441614 995037 69,02",""
"0103","Spodbujanje konkurenčnosti na regionalni ravni","337265 329094 97,58",""
"010301","Razvoj regij","337265 329094 97,58",""
"01030106","Mednarodno teritorialno sodelovanje","337265 329094 97,58",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","141601944 80388454 56,77",""
"0901","Trajnostno upravljanje z naravnimi viri","107728319 54205604 50,32",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","107410964 53888401 50,17",""
"09010101","Ravnanje z odpadki","14837376 5792673 39,04",""
"09010102","Trajnostna raba voda in upravljanje z njimi","92573588 48095728 51,95",""
"090102","Zmanjševanje in preprečevanje emisij v zrak","317355 317204 99,95",""
"09010202","Preprečevanje emisij v zrak","317355 317204 99,95",""
"0902","Ohranjanje biotske raznovrstnosti","9862861 10792320 109,42",""
"090201","Ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot","9862861 10792320 109,42",""
"09020102","Izvajanje strokovnih in upravljavskih nalog ohranjanja narave","8365938 9545612 114,10",""
"09020103","Ustanavljanje in zagotavljanje delovanja ostalih zavarovanih območij in neposredni nadzor v naravi","62003 45549 73,46",""
"09020104","Zagotavljanje biološke varnosti","222298 186605 83,94",""
"09020105","Zagotavljanje pogojev za ohranjanje biotske raznovrstnosti in varstva naravnih vrednot","1212621 1014555 83,67",""
"0903","Stanovanjska in komunalna politika ter urejanje prostora","14153084 7529550 53,20",""
"090301","Spodbujanje stanovanjske gradnje","11148206 4689254 42,06",""
"09030101","Reševanje stanovanjske problematike","11148206 4689254 42,06",""
"090302","Upravljanje s prostorom","3004878 2840296 94,52",""
"09030201","Alpska konvencija","205681 197723 96,13",""
"09030202","Graditev objektov","641060 617750 96,36",""
"09030203","Informiranje in ozaveščanje","77924 77100 98,94",""
"09030204","Prostorsko načrtovanje in urejanje prostora","2080214 1947724 93,63",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","9857680 7860980 79,74",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","9857680 7860980 79,74",""
"09040107","Horizontalne dejavnosti na področju varstva okolja","1661562 1288549 77,55",""
"09040109","Informiranje, ozaveščanje, nevladne organizacije","656759 519928 79,17",""
"09040110","Mednarodni projekti in mednarodno sodelovanje","1192241 1203819 100,97",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","6347117 4848684 76,39",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","690838 636508 92,14",""
"1303","Zunanja politika","690838 636508 92,14",""
"130303","Razvojno sodelovanje in humanitarna pomoč","690838 636508 92,14",""
"13030314","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","690838 636508 92,14",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","242923 262905 108,23",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","242923 262905 108,23",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","242923 262905 108,23",""
"14030107","Sistem kohezijske politike","242923 262905 108,23",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","19099190 19892440 104,15",""
"1603","Oblikovanje rezerv in intervencijski programi","19099190 19892440 104,15",""
"160302","Posebna proračunska rezerva in programi pomoči v primerih nesreč","19099190 19892440 104,15",""
"16030201","Posebna proračunska rezerva in programi pomoči v primerih nesreč","19099190 19892440 104,15",""
"2512","Geodetska uprava RS","19649370 19358530 98,52",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","19649370 19358530 98,52",""
"0903","Stanovanjska in komunalna politika ter urejanje prostora","146472 140472 95,90",""
"090302","Upravljanje s prostorom","146472 140472 95,90",""
"09030204","Prostorsko načrtovanje in urejanje prostora","146472 140472 95,90",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","19502898 19218058 98,54",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","19502898 19218058 98,54",""
"09040105","Evidentiranje nepremičnin","13474754 13469798 99,96",""
"09040106","Geodezija, topografija in kartografija","1626765 1505411 92,54",""
"09040108","Informatizacija na področju okolja in prostora","1531324 1479645 96,63",""
"09040111","Množično vrednotenje nepremičnin","1368133 1324152 96,79",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","1501922 1439053 95,81",""
"2513","Uprava RS za jedrsko varnost","2543919 2556920 100,51",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","2193717 2207184 100,61",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","2193717 2207184 100,61",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","2193717 2207184 100,61",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","1975778 1981874 100,31",""
"09040114","Zagotavljanje ustrezne uporabe jedrske energije in virov sevanja","217939 225310 103,38",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","350202 349736 99,87",""
"1303","Zunanja politika","350202 349736 99,87",""
"130303","Razvojno sodelovanje in humanitarna pomoč","350202 349736 99,87",""
"13030314","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","350202 349736 99,87",""
"2522","Inšpektorat RS za okolje in prostor","7942049 7800838 98,22",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","7942049 7800838 98,22",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","7942049 7800838 98,22",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","7942049 7800838 98,22",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","7942049 7800838 98,22",""
"2523","Agencija RS za okolje","39372193 37364728 94,90",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","39210508 37246022 94,99",""
"0901","Trajnostno upravljanje z naravnimi viri","19879155 18957206 95,36",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","19244082 18393772 95,58",""
"09010101","Ravnanje z odpadki","524677 472101 89,98",""
"09010102","Trajnostna raba voda in upravljanje z njimi","18719405 17921671 95,74",""
"090102","Zmanjševanje in preprečevanje emisij v zrak","635073 563434 88,72",""
"09010201","Nadzor nad emisijami v zrak","635073 563434 88,72",""
"0902","Ohranjanje biotske raznovrstnosti","1516607 1500596 98,94",""
"090201","Ohranjanje biotske raznovrstnosti in varstvo naravnih vrednot","1516607 1500596 98,94",""
"09020105","Zagotavljanje pogojev za ohranjanje biotske raznovrstnosti in varstva naravnih vrednot","1516607 1500596 98,94",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","17814746 16788219 94,24",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","17814746 16788219 94,24",""
"09040107","Horizontalne dejavnosti na področju varstva okolja","1816789 1797042 98,91",""
"09040109","Informiranje, ozaveščanje, nevladne organizacije","290837 259079 89,08",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","4178346 3619461 86,62",""
"09040113","Spremljanje, analiziranje in napovedovanje stanja v okolju","11528774 11112637 96,39",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","161685 118706 73,42",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","161685 118706 73,42",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","161685 118706 73,42",""
"14030107","Sistem kohezijske politike","161685 118706 73,42",""
"26","MINISTRSTVO ZA DELO, DRUŽINO IN SOCIALNE ZADEVE","1743485314 1704803724 97,78",""
"2611","Ministrstvo za delo, družino in socialne zadeve","1738433237 1700188539 97,80",""
"03","TRG DELA","513303872 477756214 93,07",""
"0301","Aktivna politika zaposlovanja","185593679 144288308 77,74",""
"030101","Svetovanje in pomoč pri iskanju zaposlitve","40495948 37948389 93,71",""
"03010101","Dejavnost svetovanja in pomoč pri iskanju zaposlitve","40495948 37948389 93,71",""
"030102","Usposabljanje in izobraževanje","19228313 13467688 70,04",""
"03010201","Dejavnosti usposabljanja in izobraževanja","19228313 13467688 70,04",""
"030103","Spodbujanje zaposlovanja in samozaposlovanja","80501349 59410827 73,80",""
"03010301","Dejavnost spodbujanje zaposlovanja in samozaposlovanja","80501349 59410827 73,80",""
"030104","Socialno vključevanje in socialno podjetništvo","36991267 25236819 68,22",""
"03010401","Dejavnosti za socialno vključevanje","36991267 25236819 68,22",""
"030105","Podpora zaposlovanju in rehabilitacija invalidov","7111514 7063747 99,33",""
"03010501","Podpora pri zaposlovanju invalidov","2036576 1990803 97,75",""
"03010502","Zaposlitvena rehabilitacija","5074938 5072943 99,96",""
"030106","Neformalno in informalno izobraževanje in usposabljanje","1265288 1160838 91,75",""
"03010601","Razvoj nacionalne kvalifikacijske strukture","865475 817440 94,45",""
"03010602","Vseživljenjsko učenje","399813 343398 85,89",""
"0302","Pasivna politika zaposlovanja","326213405 332536675 101,94",""
"030201","Prejemki in pravice brezposelnih oseb","326213405 332536675 101,94",""
"03020101","Sistem socialne varnosti brezposelnih","326213405 332536675 101,94",""
"0303","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","1496789 931231 62,22",""
"030301","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","1496789 931231 62,22",""
"03030102","Podporna dejavnost za zaposlovanje in usposabljanje","1003780 869731 86,65",""
"03030103","Program PROGRESS","135000 0 0,00",""
"03030105","Zagotavljanje varnosti in zdravja pri delu","358009 61500 17,18",""
"04","IZOBRAŽEVANJE IN ŠPORT","132149375 131564080 99,56",""
"0401","Formalno izobraževanje in usposabljanje","132149375 131564080 99,56",""
"040106","Štipendije","114350961 113892483 99,60",""
"04010602","Štipendiranje","114350961 113892483 99,60",""
"040107","Pomoči šolajočim","17798414 17671597 99,29",""
"04010701","Pomoči v visokem šolstvu","17798414 17671597 99,29",""
"05","KULTURA","817158 837976 102,55",""
"0501","Kultura","817158 837976 102,55",""
"050102","Ohranjanje kulturne dediščine","817158 837976 102,55",""
"05010201","Nepremična in premična dediščina","817158 837976 102,55",""
"10","SOCIALNA VARNOST","1088624999 1086669744 99,82",""
"1001","Socialno varstvo","371479221 360565928 97,06",""
"100101","Socialne pomoči, varstveni dodatki in drugi transferi za zagotavljanje socialne varnosti","265027254 257165429 97,03",""
"10010101","Dodelitev transferjev za materialno ogrožene","157946350 149716865 94,79",""
"10010102","Podelitev transferjev vojnim invalidom, vojnim veteranom in žrtvam vojnega nasilja","78450671 79231169 100,99",""
"10010104","Dodelitev transferjev za varstvo duševno in telesno prizadetih","28630233 28217395 98,56",""
"100102","Socialno varstvene storitve","88882887 86943428 97,82",""
"10010201","Delovanje Centrov za socialno delo","43437413 42895630 98,75",""
"10010202","Delovanje Varstveno delovnih centrov","30753997 29440558 95,73",""
"10010203","Delovanje Zavodov za usposabljanje","14691477 14607240 99,43",""
"100103","Programi socialnega varstva in izenačevanje možnosti za invalide","17569080 16457071 93,67",""
"10010301","Usmerjena strokovna socialna in psihosocialna pomoč različnim ranljivim skupinam ter polno, enakopravno sodelovanje, vključevanje in izenačevanje možnosti invalidov oz njihovo socialno vključevanje","16981602 16342002 96,23",""
"10010302","Izvajanje odprte metode koordinacije (OMK) na področju socialne zaščite in socialnega vključevanja","332490 0 0,00",""
"10010303","Izvedba programa PROGRESS za invalide","150000 30000 20,00",""
"10010304","Aktivnosti v okviru Evropskega leta boja proti revščini","104988 85069 81,03",""
"1002","Varstvo otrok in družine","696331760 708364883 101,73",""
"100201","Družinski prejemki in starševska nadomestila","685607702 698101793 101,82",""
"10020101","Zagotavljanje osnovne socialne varnosti v času odsotnosti iz dela zaradi otroka","366676704 372591991 101,61",""
"10020102","Zagotavljanje dodatnih sredstev otrokom za posebno nego in varstvo","14430247 13629930 94,45",""
"10020103","Zagotavljanje dodatnih sredstev za otroka od njegovega rojstva do konca njegovega šolanja (maksimalno do 26. leta starosti)","304000751 311621672 102,51",""
"10020104","Zagotavljanje dodatnih sredstev otrokom delavcev, zaposlenih v Sloveniji (iz drugih držav EU)","500000 258200 51,64",""
"100202","Programi v pomoč družini","3012319 2874648 95,43",""
"10020201","Izplačevanje nadomestil preživnin","2395499 2395499 100,00",""
"10020202","Vključevanje družin, otrok in mladostnikov v programe NVO","450000 383042 85,12",""
"10020203","Ozaveščanje ciljne populacije na področju družine, otrok in mladostnikov","53751 1087 2,02",""
"10020204","Zagotavljanje strokovnih podlag za uvajanje novih ukrepov družinske politike","113069 95019 84,04",""
"100203","Rejništvo","7711739 7388443 95,81",""
"10020302","Spodbujanje izvajanja kvalitetnega rejništva in promocije te dejavnosti","6455 4572 70,84",""
"10020303","Usposabljanja za izvajanje rejniške dejavnosti","88870 69616 78,33",""
"10020304","Zagotavljanje osnovne socialne varnosti otroku in rejniku v času trajanja rejništva","7616414 7314255 96,03",""
"1004","Dolgotrajna oskrba","4360407 3487254 79,98",""
"100401","Institucionalna dolgotrajna oskrba","3493098 2339532 66,98",""
"10040101","Izvajanje enovitega sistema dolgotrajne oskrbe","3493098 2339532 66,98",""
"100402","Dolgotrajna oskrba na domu","867309 1147722 132,33",""
"10040201","Izvajanje dolgotrajne oskrbe v neinstitucionalni obliki - pomoč na domu","867309 1147722 132,33",""
"1005","Varstvo obolelih","1602195 1490087 93,00",""
"100501","Bolniška nadomestila in drugi transferi obolelim","1602195 1490087 93,00",""
"10050101","Plačilo odškodnin po ZOPDA","1602195 1490087 93,00",""
"1006","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","14851416 12761592 85,93",""
"100601","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","14851416 12761592 85,93",""
"10060102","Spremljanje in izvajanje storitev in programov socialnega varstva in razvojne dejavnosti na tem področju","615215 537478 87,36",""
"10060103","Razvoj raziskovalne dejavnosti na področju programov, ki so namenjeni zdravstvenim in socialnovarstvenim storitvam za starejše","94001 0 0,00",""
"10060104","Podpora izvajanju zakona o socialnem varstvu","714363 244391 34,21",""
"10060105","Zagotavljanje delovanja sistema izplačil po ZSDP in ZJSRS","1970214 1768843 89,78",""
"10060106","Zagotavljanje pogojev za delo ministrstva, izpolnjevanje predpisov in promocija ministrstva","6018048 5651726 93,91",""
"10060107","Zagotavljanje delovanja informacijskih sistemov","4908575 3939262 80,25",""
"10060108","Zagotavljanje pogojev za nemoteno izvajanje vojne zakonodaje","531000 619892 116,74",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","1493778 1493778 100,00",""
"1202","Podpora nevladnih organizacij in civilne družbe","1493778 1493778 100,00",""
"120201","Podpora nevladnih organizacij in civilne družbe","1493778 1493778 100,00",""
"12020106","Zagotavljanje uresničevanja javnega interesa na področju vojne zakonodaje","1493778 1493778 100,00",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2044054 1866747 91,33",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2044054 1866747 91,33",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2044054 1866747 91,33",""
"14030107","Sistem kohezijske politike","2044054 1866747 91,33",""
"2613","Inšpektorat RS za delo","5052077 4615185 91,35",""
"03","TRG DELA","5052077 4615185 91,35",""
"0303","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","5052077 4615185 91,35",""
"030301","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","5052077 4615185 91,35",""
"03030101","Lastna dejavnost IRSD","3500 3390 96,85",""
"03030104","Zagotavljanje pogojev za delo, poslovanje in realizacijo nalog v okviru pristojnosti ter pooblastil IRSD. Po ZID in ZIN ter ZP","5048577 4611795 91,35",""
"27","MINISTRSTVO ZA ZDRAVJE","78327086 71851742 91,73",""
"2711","Ministrstvo za zdravje","70365936 64367317 91,48",""
"11","ZDRAVSTVENO VARSTVO","69783911 63816648 91,45",""
"1101","Zdravstveno varstvo","57956089 55286307 95,39",""
"110101","Osnovno zdravstveno varstvo","1362810 999093 73,31",""
"11010101","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na primarni ravni","1362810 999093 73,31",""
"110102","Specialistično ambulantno in bolnišnično zdravstveno varstvo","29642977 28485827 96,10",""
"11010201","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na specialistično ambulantni in bolnišnični ravni","29642977 28485827 96,10",""
"110104","Oskrba z zdravili in medicinskimi pripomočki","1939693 1235053 63,67",""
"11010401","Priprava in spremljanje učinkovitosti zdravljenja bolnikov na podlagi nacionalnih protokolov","1939693 1235053 63,67",""
"110105","Programi javnega zdravja in drugi programi na področju zdravstva","14347164 13925635 97,06",""
"11010501","Delovanje IVZ in zavodov za zdravstveno varstvo ter KIMPDŠ v okviru javne službe","7995612 7991990 99,95",""
"11010502","Drugi programi na področju zdravstva","2413568 2274117 94,22",""
"11010507","Varovanje in krepitev zdravja ter preprečevanja odvisnosti in zmanjševanje razlik v zdravju","2644386 2407273 91,03",""
"11010508","Zagotavljanje ekološke varnosti na področju zdravstva","1293598 1252256 96,80",""
"110106","Zdravstveno zavarovanje določenih kategorij prebivalstva","10663446 10640700 99,79",""
"11010602","Zagotavljanje zdravstvenega varstva nezavarovanim in socialno ogroženim","10663446 10640700 99,79",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","11827822 8530341 72,12",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","11827822 8530341 72,12",""
"11020101","Vodenje zdravstvenega sistema, načrtovanje politike in sistemska ureditev zdravstvenega varstva in zdravstvene dejavnosti","10780544 7498124 69,55",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","1047278 1032217 98,56",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","424687 418383 98,52",""
"1303","Zunanja politika","424687 418383 98,52",""
"130303","Razvojno sodelovanje in humanitarna pomoč","424687 418383 98,52",""
"13030315","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti.","424687 418383 98,52",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","157338 132286 84,08",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","157338 132286 84,08",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","157338 132286 84,08",""
"14030107","Sistem kohezijske politike","157338 132286 84,08",""
"2713","Zdravstveni inšpektorat RS","5813788 5807535 99,89",""
"11","ZDRAVSTVENO VARSTVO","5813788 5807535 99,89",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5813788 5807535 99,89",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5813788 5807535 99,89",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","5813788 5807535 99,89",""
"2715","Urad RS za kemikalije","1721768 1257650 73,04",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","51031 7159 14,03",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","51031 7159 14,03",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","51031 7159 14,03",""
"09040115","Zagotavljanje kemijske varnosti","51031 7159 14,03",""
"11","ZDRAVSTVENO VARSTVO","1670737 1250491 74,85",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1670737 1250491 74,85",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1670737 1250491 74,85",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","1670737 1250491 74,85",""
"2717","Uprava RS za varstvo pred sevanji","425593 419240 98,51",""
"11","ZDRAVSTVENO VARSTVO","425593 419240 98,51",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","425593 419240 98,51",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","425593 419240 98,51",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","425593 419240 98,51",""
"31","MINISTRSTVO ZA JAVNO UPRAVO","52476377 53461607 101,88",""
"3111","Ministrstvo za javno upravo","52030839 53040425 101,94",""
"04","IZOBRAŽEVANJE IN ŠPORT","473705 383329 80,92",""
"0401","Formalno izobraževanje in usposabljanje","473705 383329 80,92",""
"040106","Štipendije","473705 383329 80,92",""
"04010603","Štipendiranje","473705 383329 80,92",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","3100680 2896184 93,40",""
"1202","Podpora nevladnih organizacij in civilne družbe","3100680 2896184 93,40",""
"120201","Podpora nevladnih organizacij in civilne družbe","3100680 2896184 93,40",""
"12020104","Krepitev NVO","3100680 2896184 93,40",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1494250 991593 66,36",""
"1302","Notranje zadeve in nacionalna varnost","1494250 991593 66,36",""
"130201","Temeljne naloge policije","1494250 991593 66,36",""
"13020102","Temeljna policijska dejavnost","1494250 991593 66,36",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","46962204 48769318 103,85",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","40692584 42530801 104,52",""
"140101","E-upravljanje, informacijsko-komunikacijska infrastruktura in boljši predpisi","27637033 26845748 97,14",""
"14010101","Zagotavljanje delovanja informacijske in komunikacijske infrastrukture ter razvoj E-uprave","23565000 23111234 98,07",""
"14010102","Aktivnosti na področju JU","686753 682605 99,40",""
"14010103","Mednarodni razvojni projekti","307097 83383 27,15",""
"14010104","Projekti ESS","3078182 2968526 96,44",""
"140102","Ravnanje s stvarnim premoženjem","13055551 15685053 120,14",""
"14010201","Ravnanje s stvarnim premoženjem","576420 570282 98,94",""
"14010202","Upravljanje s stanovanjskim fondom in počitniškimi enotami","1222993 1837857 150,28",""
"14010203","Zagotavljanje prostorskih in drugih pogojev za delo državnih organov","11256138 13276914 117,95",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","6269621 6238518 99,50",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","6269621 6238518 99,50",""
"14030107","Sistem kohezijske politike","295130 271061 91,84",""
"14030111","Delovanje uradniškega sveta in komisije za pritožbe","10728 12128 113,05",""
"14030113","Podporne dejavnosti in administracija MJU","5703084 5576659 97,78",""
"14030114","Usposabljanja in izpiti","260678 378669 145,26",""
"3112","Inšpektorat za javno upravo","445538 421182 94,53",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","445538 421182 94,53",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","445538 421182 94,53",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","445538 421182 94,53",""
"14030112","Inšpekcijski nadzor in izvrševanje odločb","445538 421182 94,53",""
"32","MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN TEHNOLOGIJO","595811387 570280524 95,71",""
"3211","Ministrstvo za visoko šolstvo, znanost in tehnologijo","592082087 567092598 95,78",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","582251707 557418404 95,74",""
"0201","Visoko šolstvo","302891273 296598990 97,92",""
"020101","Visokošolsko izobraževanje","266859039 264518716 99,12",""
"02010102","Spodbujanje kakovosti, konkurenčnosti in odzivnosti VŠ","1585462 692375 43,67",""
"02010103","Sofinanciranje Evrosredozemske univerze","500000 442213 88,44",""
"02010104","Sofinanciranje rednega študija javnih in koncesioniranih študijskih programov ter nacionalno pomembnih nalog","264773577 263384129 99,48",""
"020102","Visokošolska infrastruktura","29953922 28196378 94,13",""
"02010201","Investicije v visoko šolstvo in študentske domove","25479722 23809458 93,44",""
"02010203","Sofinanciranje Doma podiplomcev","92000 92000 100,00",""
"02010205","Visokošolske knjižnice","4382200 4294919 98,01",""
"020103","Mobilnost in internacionalizacija visokega šolstva","6078312 3883895 63,90",""
"02010301","Izvajanje Operativnega programa razvoja človeških virov","5333334 3226336 60,49",""
"02010302","Mednarodna dejavnost in mobilnost v visokem šolstvu","744978 657559 88,27",""
"0202","Znanstveno - raziskovalna dejavnost","223076450 209617999 93,97",""
"020201","Raziskovalni programi in projekti","121724655 110951021 91,15",""
"02020103","Sofinanciranje raziskovalnih programov in projektov","121724655 110951021 91,15",""
"020202","Človeški viri v podporo znanosti, visokega šolstva in tehnološkega razvoja","45404974 42820333 94,31",""
"02020202","Znanje za razvoj","45404974 42820333 94,31",""
"020203","Raziskovalna infrastruktura","55946821 55846644 99,82",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","51181570 53015381 103,58",""
"02020302","Investicije v raziskovalno dejavnost","4765251 2831263 59,41",""
"0203","Tehnologija in informacijska družba","51207880 46932910 91,65",""
"020301","Podpora tehnološkim razvojnim projektom","32300772 29820341 92,32",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","32300772 29820341 92,32",""
"020302","Informacijska družba","10641588 10077414 94,70",""
"02030202","Dvig kakovosti življenja in socialne vključenosti z inovativno in intenzivno uporabo IKT","1193616 906820 75,97",""
"02030203","Spodbujanje raziskav in razvoja na področju IKT","3221095 3089726 95,92",""
"02030204","Razvoj nacionalnega informacijskega prostora","6226876 6080868 97,66",""
"020303","Elektronske komunikacije","8265520 7035155 85,11",""
"02030301","Gradnja odprtih širokopasovnih omrežij","7375017 6900364 93,56",""
"02030303","Usklajevanje zakonodaje z EU","390503 17711 4,54",""
"02030304","Usmerjanje prehoda na digitalno radiodifuzijo","500000 117079 23,42",""
"0204","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno - raziskovalne in tehnološke politike ter informacijske družbe","5076104 4268506 84,09",""
"020401","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno-raziskovalne in tehnološke politike ter informacijske družbe","5076104 4268506 84,09",""
"02040102","Programi Organizacije Združenih narodov za izobraževanje, znanost in kulturo - UNESCO","236472 233404 98,70",""
"02040103","Dejavnosti s področja meroslovja","162452 64920 39,96",""
"02040104","Informacijska podporna dejavnost","600000 425423 70,90",""
"02040105","Urejanje sistema ter izvajanje strokovnih in administrativnih nalog","4077180 3544759 86,94",""
"04","IZOBRAŽEVANJE IN ŠPORT","5201316 5117782 98,39",""
"0401","Formalno izobraževanje in usposabljanje","5201316 5117782 98,39",""
"040107","Pomoči šolajočim","5201316 5117782 98,39",""
